TOPICS,Question,Option A,Option B,Option C,Option D,Correct Answer
TOC,Which language is context-free but not regular?,{a^n b^n,n ? 0},{a^n,n ? 0},"{ab, ba}"
TOC,"In DFA, transitions for each symbol from a state are:",Exactly one,Multiple values,None,Recursive,A
TOC,The language L = { ww,"w ? {0,1}* } is:",Not regular,Regular,Context-free,Linear bounded
TOC,Which is true for recursive languages?,Decidable,Undecidable,Context-sensitive,Recursively enumerable,A
TOC,A Turing machine is:,Most powerful automaton,Less powerful than DFA,Same as Regular Languages,Only for context-free,A
TOC,The complement of a context-free language is:,Not always context-free,Always context-free,Always regular,Never accepted,A
TOC,"In a DFA, dead state means:",No final states reachable,No transitions,Initial state only,Multiple finals,A
TOC,NP-complete problems are:,In NP and as hard as any in NP,Easier than P,Solved only by DFA,Context-free,A
TOC,Language accepted by a regular expression is:,Regular,Context-free,Undecidable,Turing computable,A
TOC,"If a problem is semidecidable, it is:",Recursively enumerable,Regular,Context-free,Polynomial,A
TOC,Chomsky hierarchy type 1 corresponds to:,Context-sensitive,Context-free,Regular,Recursively enumerable,A
TOC,What is Rice's Theorem about?,Undecidability of TM properties,Closure properties,CFG ambiguity,Greedy algorithms,A
TOC,What is Post’s Correspondence Problem?,Classic undecidable problem,DFA minimization,Regularity check,Palindrome test,A
TOC,Which model is less powerful than a Turing Machine?,PDA,LBA,None,Quantum computer,A
TOC,Turing machines that always halt are called:,Deciders,Recognizers,Enumerators,Stack automata,A
TOC,Pumping lemma for context-free languages shows:,Not context-free,Undecidable,Context-sensitive,Regular,A
TOC,Type-2 grammar is for:,Context-free,Regular,Context-sensitive,Recursively enumerable,A
TOC,Which describes Chomsky Type-0 grammar?,Unrestricted grammar,Regular grammar,CFG,CSL,A
TOC,What does the number of states in minimum DFA represent?,Complexity of regular language,Alphabet size,Input length,Output symbols,A
TOC,Pumping lemma for regular languages is a:,Necessary property,Sufficient property,Terminal property,Ambiguous property,A
TOC,Which machine uses stack for computation?,PDA,Turing Machine,DFA,LBA,A
TOC,Kleene star in regular expression denotes:,Zero or more repetitions,One and only once,Zero only,One or more,A
TOC,A regular grammar has productions of the form:,A ? aB or A ? a or A ? ?,A ? BC,A ? ? only,All above,A
TOC,Which operation is NOT closed in CFLs?,Intersection with regular,Complement,Union,Concatenation,B
TOC,How are regular sets recognized?,Finite automata,Stack automata,Context-free grammar,LBA,A
TOC,Which grammar recognizes only regular languages?,Right-linear grammar,Context-free grammar,Unrestricted grammar,Context-sensitive,A
TOC,What is a language generated by unrestricted grammar?,Recursively enumerable,Regular,Context-free,Context-sensitive,A
TOC,The computation power of NFA and DFA is:,Equivalent,DFA more powerful,NFA more powerful,Incomparable,A
TOC,What does Myhill-Nerode theorem characterize?,Regular sets,Context-free languages,Turing machines,Stack automata,A
TOC,Ambiguous grammar means:,Two or more leftmost derivations,Only one derivation,Cannot parse,Rejects input,A
TOC,"If a language is recognized by a LBA, then:",Context-sensitive,Regular,Undecidable,Semi-decidable,A
TOC,Which of following is NOT true for Turing Machines?,Only finite tape,Infinite tape,Reads and writes,Moves head,A
TOC,What model recognizes context-sensitive languages?,LBA,PDA,DFA,NFA,A
TOC,The language { ww,"w ? {a,b}* } is:",Not context-free,Context-free,Regular,Decidable
TOC,What class are languages accepted by non-deterministic Turing machines?,Recursively enumerable,Regular,Linear-bounded,Context-free,A
TOC,Universal Turing Machine can simulate:,Any Turing machine,Only DFA,NP-complete languages,Only PDA,A
TOC,"In Chomsky hierarchy, regular languages fall into:",Type 3,Type 2,Type 1,Type 0,A
TOC,Regular expressions correspond to:,Type 3 grammar,Type 0 grammar,Type 2 grammar,Type 1 grammar,A
TOC,Which computational model can solve the Halting problem?,None,DFA,PDA,Stack automaton,A
TOC,Which function cannot be computed?,Halting function,Addition,Subtraction,Multiplication,A
TOC,What is the difference between DFA and NFA?,DFA deterministic,NFA non-deterministic,Both,All above,D
TOC,Which tool is used to prove undecidability?,Diagonalization,Completeness,Context Sensitivity,Table Filling,A
TOC,"If a grammar has productions with only one symbol on left-hand side, it is:",Context-free,Context-sensitive,Unrestricted,Regular,A
TOC,The Church-Turing thesis says:,All computable by algorithm is Turing computable,DFA is universal,No non-computable functions,Decidability is trivial,A
TOC,"In TOC, P is a class of:",Problems solvable in polynomial time,Problems undecidable,Regular languages,Context-free,A
TOC,What is a non-deterministic Turing machine?,Multiple moves possible,No transitions,DFA with stack,NFA variant,A
TOC,The pumping lemma for context-free languages uses:,Two substrings to pump,Parity only,Stack popping,Table checking,A
TOC,Moore machine output is based on:,State only,Input symbol,State and input,None,A
TOC,Mealy machine output is based on:,State and input,State only,Input only,Output only,A
TOC,The initial configuration of a Turing machine consists of:,Input on tape and head at start,One blank cell,State at end,Stack with input,A
TOC,What is language hierarchy in Chomsky hierarchy based on?,Grammar restrictions,Number of variables,Size of alphabet,All above,A
TOC,Which language is not recursively enumerable?,Halting problem,Palindrome,{a^n b^n c^n},{a^n b^n},A
TOC,Who proposed the concept of Turing computable?,Alan Turing,Chomsky,Kleene,Cook,A
TOC,Linear bounded automata use:,Tape proportional to input,Infinite tape,No tape,Stack only,A
TOC,Non-context-free languages can be recognized by:,Turing machine,DFA,PDA,None,A
TOC,The class of problems solved in NP but not in P are:,NP-complete/NP-hard,P,All regular,LBA,A
TOC,Recursive enumerable language is also called:,Turing recognizable,Decidable,Context-free,DFA-accepted,A
TOC,What is head movement in Turing Machine?,Left or right,Only right,Only left,Fixed,A
TOC,A Turing machine halts when:,No valid transitions,Stack empty,Tape ends,Output matches input,A
TOC,What input alphabet does automata process?,Finite set of symbols,Infinite symbols,Only numbers,Real numbers,A
TOC,"In context-free grammars, derivations can be:",Leftmost or rightmost,Left only,Right only,None,A
TOC,"If a language is not regular, then:",It cannot be accepted by DFA,Always infinite,Only palindrome,Only regular,A
TOC,The LBA accepts which language?,Context-sensitive,Regular,Context-free,Recursive,A
TOC,What is a recursive language?,Decidable language,Undecidable,Regular,Context-free,A
TOC,"If TM is non-halting for some inputs, it is said to:",Recognize but not decide,Decide always,DFA only,Accept all cases,A
TOC,"What is the role of a ""blank"" symbol in a TM?",Used to delimit tape boundary,Indicates stack,Accept state,Used in DFA,A
,,,,,,
,,,,,,
Compiler Design,Which phase checks the grammar of a programming language?,Syntax analysis,Lexical analysis,Semantic analysis,Code generation,A
Compiler Design,Which phase generates tokens from source code?,Lexical analysis,Syntax analysis,Code optimization,Semantic analysis,A
Compiler Design,Which data structure is used by most compiler parsing algorithms?,Stack,Queue,Heap,Tree,A
Compiler Design,The main purpose of the symbol table is to:,Collect identifiers,Store source code,Store variable types,Track reserved words,A
Compiler Design,Which type of grammar is NOT used in compiler construction?,Context-sensitive,Regular,Context-free,Unrestricted,A
Compiler Design,Which one is not a phase of a compiler?,Linking,Semantic analysis,Intermediate code gen,Code optimization,A
Compiler Design,The output of lexical analysis is:,Tokens,Parse tree,Intermediate code,Machine code,A
Compiler Design,Which parser is used in YACC?,LALR,LL,SLR,LR,A
Compiler Design,Which grammar is accepted by LR parsers?,LR grammar,LL grammar,Both,None,A
Compiler Design,Constant folding is a type of:,Code optimization,Code generation,Semantic analysis,All of the above,A
Compiler Design,Which phase inserts type information?,Semantic analysis,Syntax analysis,Lexical analysis,Intermediate code generation,A
Compiler Design,What is a parse tree?,Tree for grammar,Token sequence,Symbol table,Source code,A
Compiler Design,Which is not a storage allocation scheme?,Static allocation,Dynamic allocation,Heap allocation,Network allocation,D
Compiler Design,Peephole optimization is applied on:,Small code windows,Loops only,Grammars only,High-level code,A
Compiler Design,Which phase eliminates dead code?,Code optimization,Lexical analysis,Syntax analysis,Semantic analysis,A
Compiler Design,What does a loader do?,Loads object code,Compiles code,Optimizes code,Parses tokens,A
Compiler Design,Intermediate code is generated after:,Semantic analysis,Lexical analysis,Optimization,Linking,A
Compiler Design,Which table is used to track functions and variables?,Symbol table,Parse table,Code window,Activation record,A
Compiler Design,Which parser parses input from left to right & constructs rightmost derivation?,LR parser,LL parser,Top-down parser,Precedence parser,A
Compiler Design,Which phase is responsible for generating assembly code?,Code generation,Intermediate code gen,Semantic analysis,Parsing,A
Compiler Design,"The action of ""reducing"" in bottom-up parsing refers to:",Replacing RHS by LHS,Expanding a node,Checking semantics,Generating tokens,A
Compiler Design,Which representation is used for code optimization?,Intermediate code,Source code,Parse tree,Target code,A
Compiler Design,The start symbol in a grammar is:,Producer of sentences,Terminal symbol,Non-terminal symbol,Rule matcher,A
Compiler Design,Shift-reduce conflict occurs in:,Parsing,Lexical analysis,Error handling,Code optimization,A
Compiler Design,Which phase detects type mismatches?,Semantic analysis,Syntax analysis,Lexical analysis,Linking,A
Compiler Design,What is an ambiguous grammar?,Multiple parse trees,One parse tree,Type error,Unused variables,A
Compiler Design,The regular expressions correspond to which language class?,Regular,Context-free,Unrestricted,Context-sensitive,A
Compiler Design,Which is not a code optimization technique?,Constant folding,Common subexpression,Loop unrolling,Constant expansion,D
Compiler Design,Which data structure is used for syntax analysis?,Stack,Queue,Array,Hash table,A
Compiler Design,A grammar is said to be left recursive if:,LHS derives itself,RHS derives LHS,LHS is terminal,All rules right associative,A
Compiler Design,What is a triple in intermediate code?,An address structure,Token,Symbol table entry,Parse rule,A
Compiler Design,Which is not a parser type?,Top-down,Bottom-up,String parser,Predictive parser,C
Compiler Design,Which error is detected in lexical analysis?,Invalid identifier,Uninitialized variable,Out of memory,Arithmetic overflow,A
Compiler Design,Which parser does predictive parsing resemble?,LL parser,LR parser,SLR parser,CYK parser,A
Compiler Design,DAG (Directed Acyclic Graph) is used in which phase?,Code optimization,Symbol table,Parsing,Semantic analysis,A
Compiler Design,The output of the code generator is:,Assembly code,Source code,Parse tree,Intermediate code,A
Compiler Design,YACC uses which parsing technique?,LALR,LL,SLR,Recursive descent,A
Compiler Design,Which phase allocates registers for variables?,Code generation,Code optimization,Semantic analysis,Syntax analysis,A
Compiler Design,Which of these is not true about a symbol table?,Stores reserved words,Maps identifiers,Used in analysis,Dynamically allocated,A
Compiler Design,"""Token"" is defined as:",Basic symbol sequence,Keyword,Operator,Delimiter code,A
Compiler Design,Intermediate code is target:,Machine independent,Machine code,Source code,Stack code,A
Compiler Design,Which is not a type of intermediate representation?,Quadruple,Triple,Binary code,Indirect triple,C
Compiler Design,What is the role of 'linker'?,Combine object files,Compile code,Parse source code,Tokenize input,A
Compiler Design,A shift-reduce parser is a type of:,Bottom-up parser,Top-down parser,Predictive parser,Recursive parser,A
Compiler Design,What is the function of a lexical analyzer?,Tokenizes input,Parses tokens,Optimizes code,Generates assembly,A
Compiler Design,Backpatching is used in:,Code generation,Lexical analysis,Parsing,Optimizing,A
Compiler Design,Peephole optimization eliminates:,Unnecessary instructions,Unused variables,Incorrect code,Non-terminal symbols,A
Compiler Design,Which is NOT an error handling technique in compiler phases?,Piling,Panic mode,Error production,Phrase level,A
Compiler Design,Which is a bottom-up parser?,LR parser,LL parser,CYK parser,Recursive descent,A
Compiler Design,Code motion is an example of:,Code optimization,Code generation,Error correction,Register allocation,A
Compiler Design,The front end of a compiler does NOT include:,Code generation,Semantic analysis,Lexical analysis,Parsing,A
Compiler Design,Static allocation means memory is allocated at:,Compile time,Run time,Stack creation,Function call,A
Compiler Design,Which table is NOT used in parser implementation?,Descriptor table,Parse table,Action/Goto table,Stack,A
Compiler Design,Which grammar can be parsed efficiently by recursive descent parser?,LL(1) grammar,LR grammar,Context-sensitive,Ambiguous grammar,A
Compiler Design,The action 'shift' in a shift-reduce parser adds:,Symbol to stack,Symbol to table,Rule to grammar,Instruction to code,A
Compiler Design,Which is a quadruple in code representation?,"op,arg1,arg2,result","op,arg1,arg2,arg3","op,arg1","op,arg1,arg2,arg3,result",A
Compiler Design,Regular expressions are recognized by:,Finite automata,PDA,Turing machine,Syntax analyzer,A
Compiler Design,Which is NOT in the typical compiler phases?,Linking,Parsing,Lexical analysis,Semantic analysis,A
Compiler Design,Which grammar is ambiguous?,Multiple parse trees,Only one parse tree,Cannot derive,Only leftmost derivation,A
Compiler Design,Which of the following is NOT a parser generator?,Lex,Bison,Yacc,ANTLR,A
Compiler Design,SLR(1) stands for:,Simple LR(1),Smallest LR(1),Sequential LR(1),Strict LR(1),A
Compiler Design,Which is not an input to the lexical analyzer?,Parse tree,Character stream,Source code,Input buffer,A
Compiler Design,Shortest instruction in assembly code is called:,Opcode,Operand,Token,Intermediate,A
Compiler Design,Which phase is closest to the hardware?,Code generation,Code optimization,Parsing,Semantic analysis,A
Compiler Design,"In bottom-up parsing, reduction is done:",When RHS matches input,When LHS reached,On token generation,On error only,A
Compiler Design,Which optimizes a loop by moving code outside the loop?,Loop invariant motion,Constant folding,Dead code elimination,Common subexpression,A
Compiler Design,Which of the following can NOT be recognized by regular expressions?,Nested brackets,Identifiers,Integers,Operators,A
Compiler Design,Which is NOT a property of a compiler?,Enhances performance,Maintains logic,Applies grammar rules,Compiles runtime only,D
Compiler Design,The syntax tree is generated in which phase?,Syntax analysis,Semantic analysis,Lexical analysis,Code optimization,A
Compiler Design,Scanner generator tools include:,Lex,Yacc,Bison,C++,A
Compiler Design,A production with two or more leftmost nonterminals is called:,Left recursion,Right recursion,Unit production,Ambiguous production,A
Compiler Design,Activation records are stored on:,Stack,Queue,Heap,Register,A
Compiler Design,Which is NOT an intermediate code format?,Hexcode,Three-address code,Stack code,Quadruple,A
Compiler Design,"During lexical analysis, which error is detected?",Invalid identifier,Syntax error,Logic error,Type error,A
Compiler Design,The parsing table in an LR parser is used to:,Guide parsing actions,Store tokens,Allocate registers,Create intermediate code,A
Compiler Design,Which is used for error recovery in parsing?,Panic mode,Exhaustive search,Backtracking,DFA conversion,A
Compiler Design,Movement of variable allocation between memory and registers is:,Register allocation,Stack allocation,Constant propagation,Loop unrolling,A
Compiler Design,The code generator phase translates IR to?,Target code,Intermediate code,Source code,Assembly code,A
Compiler Design,What is a handle in bottom-up parsing?,Substring matches production,RHS of production,LHS of production,Complete parse tree,A
Compiler Design,Which is NOT an attribute of operator precedence parser?,Stack for operators,Explicit precedence relations,Handles ambiguous grammar,Error recovery only,D
Compiler Design,Parsing that begins with the input and tries to construct the start symbol is:,Top-down parsing,Bottom-up parsing,Predictive parsing,Recursive parsing,A
Compiler Design,Which is a top-down parser?,Recursive descent,LR parser,SLR parser,Bottom-up parser,A
Compiler Design,What information is not stored in the symbol table?,Operator precedence,Variable name,Data type,Scope level,A
Compiler Design,"In YACC, which section writes the actual user C code?",Action section,Declaration,Rule section,Token section,A
Compiler Design,Which is NOT a valid code generation technique?,Constant embedding,Linear scan,Tree traversal,Register coloring,A
Compiler Design,A non-deterministic finite automata is used in:,Lexical analysis,Syntax analysis,Semantic analysis,Code generation,A
Compiler Design,'First' and 'Follow' sets are used in:,Parser construction,Lexical analysis,Semantic analysis,Code optimization,A
Compiler Design,Which phase handles type checking?,Semantic analysis,Syntax analysis,Lexical analysis,Parser,A
Compiler Design,Binding time that occurs at program compilation is:,Compile time,Run time,Load time,Link time,A
Compiler Design,Which phase reports errors like undeclared variable?,Semantic analysis,Parsing,Lexical analysis,Code generation,A
,,,,,,
,,,,,,
Machine Learning,What is supervised learning?,Learns from labeled data,Learns without labels,Only reinforcement,Uses clustering,A
Machine Learning,Which of the following is NOT a supervised learning algorithm?,K-means,Decision Tree,SVM,Linear Regression,A
Machine Learning,In which type of machine learning is reward-based feedback used?,Reinforcement Learning,Supervised Learning,Unsupervised Learning,Ensemble Learning,A
Machine Learning,What does ‘overfitting’ mean in machine learning?,Model fits noise,Fast training,Underutilization,Lacks accuracy,A
Machine Learning,Which evaluation metric is ideal for imbalanced datasets?,F1-score,Accuracy,MAE,RMSE,A
Machine Learning,What is the ROC curve used for?,Classification analysis,Regression analysis,Unsupervised learning,Reinforcement learning,A
Machine Learning,Which algorithm is mostly used for classification?,Decision Tree,Linear Regression,K-means,PCA,A
Machine Learning,Which ML task tries to group similar items?,Clustering,Regression,Supervised learning,Feature selection,A
Machine Learning,Gradient Descent is used for?,Minimizing loss,Labeling data,Feature extraction,Data augmentation,A
Machine Learning,The “k” in k-NN stands for?,Number of neighbors,Slope,Kernel,Kullback info,A
Machine Learning,Which problem is best solved by unsupervised learning?,Market segmentation,Stock price prediction,Email spam detection,Disease diagnosis,A
Machine Learning,Which algorithm is called an “ensemble method”?,Random Forest,Linear Regression,K-means,Perceptron,A
Machine Learning,Decision Tree “leaves” represent:,Output/Predictions,Features,Input variables,Root nodes,A
Machine Learning,Regularization helps to:,Reduce overfitting,Increase accuracy,Increase overfitting,Increase complexity,A
Machine Learning,What is a “feature” in ML?,Input variable,Output variable,Model weight,Training algorithm,A
Machine Learning,The sigmoid function’s output range is:,0 to 1,-1 to 1,1 to infinity,0 to infinity,A
Machine Learning,Which is NOT a validation technique?,Bagging,K-fold cross validation,Leave-one-out,Holdout,A
Machine Learning,SVM stands for:,Support Vector Machine,Sequential Vector Matrix,Stochastic Variable Model,Standard Value Measurement,A
Machine Learning,What is a confusion matrix used for?,Classifier evaluation,Feature extraction,Data cleaning,Regression error,A
Machine Learning,What is “bias” in machine learning?,Error from wrong assumptions,Dispersed predictions,Training speed,Only in SVMs,A
Machine Learning,Which algorithm will you use for non-linear separation?,Decision Tree,Linear Regression,Linear SVM,Pearson Correlation,A
Machine Learning,What is “bootstrapping” in ML?,Sampling with replacement,Output score,Ensemble copying,Hyperparameter search,A
Machine Learning,Which algorithm is susceptible to the “curse of dimensionality”?,k-NN,Logistic Regression,PCA,SVM,A
Machine Learning,Which neural network activation function is most common today?,ReLU,Tanh,Linear,Softmax,A
Machine Learning,What is “dropout” used for?,Preventing overfitting,Early stopping,Data labeling,Weight initialization,A
Machine Learning,PCA is used for:,Dimensionality reduction,Model selection,Classification,Regression,A
Machine Learning,What does the “learning rate” control?,Step size in training,Batch size,Data shuffling,Training data volume,A
Machine Learning,What is a “hyperparameter”?,"Not learned, set externally",Model’s output,Neural activation,Feature target,A
Machine Learning,Which of the following is NOT a clustering algorithm?,Linear Regression,K-means,DBSCAN,Agglomerative,A
Machine Learning,What is the “epoch” in ML?,One pass over full training set,Node of a tree,Learning rate,Validation split,A
Machine Learning,What metric is best for regression errors?,RMSE,F1-score,Accuracy,ROC,A
Machine Learning,“Label encoding” converts:,Categorical to numbers,Numbers to labels,Missing data,Data normalization,A
Machine Learning,"Which ML concept refers to “the ability to perform well on new, unseen data”?",Generalization,Optimization,Regularization,Cross-validation,A
Machine Learning,What will help most if your model is underfitting?,Increase model complexity,Reduce learning rate,Add regularization,Decrease features,A
Machine Learning,What is “ensemble learning”?,Combine multiple models,Use one model,Decrease features,Dropout only,A
Machine Learning,Which concept refers to a model that is too simple?,High bias,High variance,Low bias,Low learning rate,A
Machine Learning,What is Grid Search used for?,Hyperparameter tuning,Data cleaning,Bootstrap sampling,Model validation,A
Machine Learning,"In classification, which loss is typically minimized?",Cross-entropy,MSE,RMSE,MAE,A
Machine Learning,What is the function of the softmax layer?,Multi-class probs,Regression,Data normalization,Increase variance,A
Machine Learning,A perceptron is:,Single-layer NN,Deep neural network,Loss function,Data imputer,A
Machine Learning,Which is NOT a boosting algorithm?,Random Forest,AdaBoost,Gradient Boosting,XGBoost,A
Machine Learning,Which of these is a dimensionality reduction technique?,PCA,Random Forest,SVM,Naive Bayes,A
Machine Learning,“Label propagation” is used in which:,Semi-supervised learning,Supervised learning,Unsupervised,Reinforcement learning,A
Machine Learning,Which clustering algorithm handles outliers best?,DBSCAN,K-means,K-medoids,Hierarchical clustering,A
Machine Learning,What is the main difference between bagging and boosting?,"Bagging: parallel, Boosting: sequential",Both parallel,Bagging increases errors,Boosting ignores outliers,A
Machine Learning,What does “early stopping” prevent?,Overfitting,Underfitting,Zero weights,Feature selection,A
Machine Learning,Higher values of regularization parameter do what?,Penalize complexity,Increase variance,Increase non-linearity,Slow training,A
Machine Learning,Which ML task is associated with Markov Decision Processes?,Reinforcement learning,Clustering,Supervised learning,Deep learning,A
Machine Learning,What is the “bias-variance trade-off”?,Balance error types,Choosing number of labels,Only applies to trees,Multiple regression,A
Machine Learning,TF-IDF is useful for:,Text vectorization,Feature engineering,Regression,Data normalization,A
Machine Learning,“Naive Bayes” assumes:,Feature independence,Label uniqueness,Feature correlation,One-class only,A
Machine Learning,Which method cannot handle missing data by default?,SVM,Decision Tree,k-NN,Random Forest,A
Machine Learning,What does “L1 penalty” promote?,Sparsity,Small variance,Smooth weights,Wide output,A
Machine Learning,What does k represent in k-fold cross-validation?,Number of folds,Tree depth,Features used,Loss function,A
Machine Learning,“Underfitting” happens when:,Model too simple,Model too complex,No regularization,Overfitting,A
Machine Learning,"For regression, which algorithm is best?",Linear Regression,K-means,Naive Bayes,Decision Tree,A
Machine Learning,What is a “ROC AUC” score?,Area under ROC curve,Average errors,Regression metric,Clustering validation,A
Machine Learning,What type of data does Logistic Regression work with by default?,Categorical (binary),Continuous,Clustered,Text only,A
Machine Learning,“Mini-batch” gradient descent uses:,A subset per update,All data each step,Single point only,Data repetition,A
Machine Learning,What is the main goal of Ridge Regression?,Prevent overfitting,Increase variance,Regression trees,Reduce dataset,A
Machine Learning,Which is NOT a kernel in SVM?,Triangle kernel,RBF,Polynomial,Linear,A
Machine Learning,Deep learning is a subset of:,Machine learning,Clustering,Reinforcement learning,Logistic regression,A
Machine Learning,LSTM networks are mainly used for:,Sequence modeling,Image classification,Clustering,Regression,A
Machine Learning,Which of these is NOT a type of layer in a typical neural network?,Pool layer,Convolutional layer,Dropout layer,Stacking layer,D
Machine Learning,The optimizer “Adam” combines:,Momentum + RMSProp,RMSProp + SGD,AdaGrad + SGD,FTRL + SGD,A
Machine Learning,What is the “vanishing gradient” problem?,Gradients become too small,Loss is undefined,Output explode,Data unbalanced,A
Machine Learning,Principal Component Analysis finds:,Directions of max variance,Classification lines,Hyperplanes,Model weights,A
Machine Learning,What is the purpose of dropout layers?,Randomly turn off neurons,Speed up computation,Increase weights,None of these,A
Machine Learning,“Epochs” usually refer to:,Full passes through data,Number of models,Tree levels,Learning rate changes,A
Machine Learning,“Batch normalization” is used for:,Training stability,Removing outliers,Feature selection,Dropout,A
Machine Learning,Feature selection helps with:,Reduces overfitting,Increases model size,Increases variance,None of these,A
Machine Learning,What is “One Hot Encoding”?,Categorical?binary array,Normalization,Loss scaling,Removing features,A
Machine Learning,Which ML algorithm works naturally for multi-class classification?,Decision Tree,Logistic Regression,Ridge Regression,SVM without extensions,A
Machine Learning,Bagging helps with:,Reducing variance,Increasing bias,Slowing training,Increasing overfitting,A
Machine Learning,What is the main use of ROC curve?,Threshold selection,Model selection,Batch size selection,Learning rate tuning,A
Machine Learning,Validity of the K-means algorithm depends on:,Euclidean distance,Cosine similarity,Text feature encoding,Tree depth,A
Machine Learning,What is “Exploding Gradient”?,Values grow too fast,Values shrink,Loss vanishes,Output constant,A
Machine Learning,Transfer learning means:,Using pretrained models,Training from scratch,Learning clustering,Feature encoding,A
Machine Learning,Which model is best for time series forecasting?,ARIMA,K-Means,SVM,Random Forest,A
Machine Learning,What is ReLU?,Activation function,Loss function,Feature transformer,Clustering algorithm,A
Machine Learning,Which algorithm can handle nonlinear boundaries well?,Random Forest,Linear Regression,Logistic Regression,LASSO,A
Machine Learning,What is the output layer’s activation for multiclass classification?,Softmax,Sigmoid,Linear,ReLU,A
Machine Learning,Which ML approach can be used for anomaly detection?,Unsupervised learning,Regression,Multi-label learning,Batch normalization,A
Machine Learning,“Mean Absolute Error” is used primarily for:,Regression,Classification,Clustering,SVM training,A
Machine Learning,What does SMOTE do?,Synthetic sampling,Outlier removal,Metric calculation,Gradient calculation,A
Machine Learning,What is a “confounder” in ML?,Hidden influencing variable,Feature name,Model output,Global optimizer,A
Machine Learning,"In boosting, weak learners are:",Combined sequentially,Always trees,Unsupervised only,Used only with SVMs,A
Machine Learning,The ROC curve plots:,TPR vs. FPR,Precision vs. Recall,Loss vs. iterations,FNR vs. TPR,A
Machine Learning,What is a “learning curve”?,Plot of score vs. data,Weight trajectory,Sample splitting,Regularization measure,A
Machine Learning,What does “interpretability” mean in ML?,Model’s understandability,Complexity,Only for linear models,Training speed,A
Machine Learning,What is “Active Learning”?,Model queries new data,Only passive data,Discards all labels,Finds features only,A
Machine Learning,What is the main advantage of Random Forest over single decision trees?,Lower variance,Faster prediction,Higher bias,Needs less data,A
Machine Learning,Early stopping helps most with:,Avoiding overfitting,Finding outliers,Reducing features,Clustering,A
Machine Learning,Which class of ML model is a “Naive Bayes classifier”?,Probabilistic,Geometric,Deep learning,Tree-based,A
Machine Learning,What compares k-means clustering solutions?,Within-cluster sum of squares,ROC AUC,F1-score,Log-loss,A
Machine Learning,“Ensembling” helps with:,Reducing variance and bias,Feature pruning,Data augmentation,Splitting clusters,A
Machine Learning,Which type of model output is continuous?,Regression,Classification,Clustering,Binning,A
Machine Learning,Which activation is likely to cause dying neurons?,ReLU,Tanh,Softplus,Sigmoid,A
Machine Learning,CNNs are mainly used for:,Image processing,Sequence labeling,Tabular data,Time series,A
Machine Learning,Batch normalization has the main benefit of:,Faster and stable training,Higher overfitting,Slower convergence,Data outlier filtering,A
Machine Learning,Which algorithm finds associations in transactional data?,Apriori,K-means,Logistic Regression,Decision Tree,A
Machine Learning,A model that performs well on training but poorly on test data is:,Overfitting,Generalized,Underfitting,Robust,A
Machine Learning,Data “augmentation” is used primarily to:,Increase data diversity,Normalize features,Generate labels,Cluster samples,A
Machine Learning,Which function is not convex?,Neural networks,Linear regression,Ridge regression,LASSO,A
Machine Learning,Which task is best suited for hierarchical clustering?,Grouping documents,Regression,Outlier analysis,Imputation,A
Machine Learning,“Decision boundary” is defined as:,Threshold where model classes switch,First tree branch,Ensemble threshold,Data limit,A
Machine Learning,Which method aggregates predictions by majority vote?,Bagging,Boosting,Regression tree,Feature selection,A
Machine Learning,What kind of model is typically used in natural language processing?,Recurrent Neural Network,SVM,Random Forest,K-means,A
,,,,,,
,,,,,,
Dynamic Programming,What is dynamic programming?,Solving subproblems and storing results,Greedy optimization,Sorting technique,Random selection,A
Dynamic Programming,DP stands for?,Dynamic Programming,Data Processing,Dependent Program,Definition Protocol,A
Dynamic Programming,What’s the key property of DP problems?,Overlapping subproblems,No recursion,Greedy approach,Irreducibility,A
Dynamic Programming,Which classic problem is solved by DP?,Knapsack,Selection Sort,Linear Search,Topological Sort,A
Dynamic Programming,DP requires:,Optimal substructure,Recursion only,Random sampling,Hashing,A
Dynamic Programming,Fibonacci sequence can be optimized using:,DP,Sorting,Splaying,Stacking,A
Dynamic Programming,Memoization is:,Top-down DP,Bottom-up,Merge Sort variant,Heap algorithm,A
Dynamic Programming,Tabulation is:,Bottom-up DP,Top-down,Binary search,Linear search,A
Dynamic Programming,What’s the main advantage of DP over recursion?,Avoids repeated work,No function calls,Less code,More memory use,A
Dynamic Programming,What is a base case in DP?,Smallest subproblem,Largest subproblem,Random node,No need for one,A
Dynamic Programming,What is the time complexity of classic DP Fibonacci?,O(n),O(1),O(log n),O(n^2),A
Dynamic Programming,"In LCS problem, what does LCS stand for?",Longest Common Subsequence,Largest Common Section,Lowest Common Sort,Longest Character Subset,A
Dynamic Programming,What is the best approach for the Coin Change problem?,Dynamic programming,Divide & conquer,Greedy,Searching,A
Dynamic Programming,What is the space complexity of 1D DP solution for Fibonacci?,O(n),O(n^2),O(n log n),O(1),A
Dynamic Programming,Bellman-Ford algorithm solves:,Shortest path with negatives,Sorting,Tree traversals,Matrix multiplication,A
Dynamic Programming,What standard solves Matrix Chain Multiplication?,DP,Queue,Stack,Recursion,A
Dynamic Programming,What does memoization do?,Saves subproblem answers,Repeats calculation,Ignores functions,None,A
Dynamic Programming,Which of the following uses DP?,Floyd-Warshall,Insertion Sort,Stack,Rundberg algorithm,A
Dynamic Programming,The subset sum problem can be solved by:,Dynamic programming,Linked List,Greedy,Divide & conquer,A
